Brand,brand_number,model,model_number,Year,Age,kmDriven,Transmission,Owner,FuelType,AskPrice
Fiat,20,Punto,127,2012,12,160000.0,1,0,1,260000
Maruti Suzuki,2,Ciaz,58,2015,9,110000.0,1,1,1,530000
Hyundai,6,i20,24,2012,12,79000.0,1,0,1,220000
Hyundai,6,Creta,22,2016,8,72000.0,0,0,1,685000
Toyota,5,Corolla Altis,128,2016,8,61000.0,0,1,0,845000
Kia,7,Seltos,11,2023,1,27000.0,0,0,1,1775000
Toyota,5,Innova,20,2015,9,98525.0,1,1,1,695000
Maruti Suzuki,2,Alto-K10,7,2011,13,59000.0,1,0,0,260000
Volkswagen,1,Ameo,122,2017,7,99000.0,1,0,1,649000
Mitsubishi,23,Pajero Sport,129,2017,7,68000.0,1,1,1,1195000
Skoda,11,Kushaq,28,2022,2,10000.0,0,0,0,1361000
Hyundai,6,Eon,34,2013,11,80000.0,1,1,0,195000
Tata,14,Manza,130,2013,11,100000.0,1,1,1,150000
Maruti Suzuki,2,Wagon-R,32,2014,10,78000.0,1,1,0,175000
Ford,4,Figo,121,2013,11,46200.0,1,0,0,159000
Maruti Suzuki,2,Swift-Dzire,8,2017,7,81000.0,0,0,1,650000
Maruti Suzuki,2,Vitara-Brezza,19,2018,6,30000.0,1,0,1,965000
Mini,17,Cooper Convertible,131,2012,12,28000.0,0,1,0,1990000
Hyundai,6,Verna,26,2023,1,12700.0,1,0,0,1575000
Hyundai,6,Verna,26,2012,12,123500.0,1,1,0,285000
Toyota,5,Corolla Altis,128,2011,13,99000.0,1,1,1,325000
Honda,0,Amaze,70,2020,4,41000.0,1,1,0,575000
Maruti Suzuki,2,Vitara-Brezza,19,2019,5,47000.0,1,0,1,875000
Hyundai,6,Verna,26,2020,4,86000.0,0,0,1,899000
Mahindra,13,Scorpio Classic,132,2024,0,33000.0,1,0,1,1850000
Maruti Suzuki,2,Swift,2,2018,6,45000.0,1,1,0,510000
Tata,14,Hexa,81,2017,7,135000.0,1,1,1,775000
Mahindra,13,XUV500,36,2017,7,129124.0,1,0,1,1095000
Maruti Suzuki,2,Swift-Dzire,8,2017,7,92000.0,0,0,1,645000
Hyundai,6,Creta,22,2020,4,42000.0,1,1,1,1225000
Maruti Suzuki,2,Baleno,3,2019,5,53000.0,1,1,0,635000
Audi,8,A6,93,2015,9,89000.0,0,0,1,890000
Maruti Suzuki,2,Alto-800,62,2018,6,108000.0,1,0,0,320000
Audi,8,A4,27,2013,11,102000.0,0,1,1,1020000
Maruti Suzuki,2,Swift,2,2011,13,75000.0,0,1,0,350000
Audi,8,A3,15,2016,8,99000.0,0,1,1,949000
Renault,9,KWID,16,2019,5,18000.0,1,0,0,324000
Honda,0,CRV,133,2010,14,70343.0,0,1,0,650000
Mahindra,13,Scorpio,102,2017,7,90000.0,0,1,1,1100000
Maruti Suzuki,2,Swift-Dzire,8,2019,5,146000.0,1,1,1,690000
Renault,9,KWID,16,2018,6,37000.0,0,1,0,325000
Honda,0,WRV,54,2018,6,103000.0,1,0,1,780000
Tata,14,Indigo Ecs,49,2014,10,80000.0,1,1,1,120000
Hyundai,6,Venue,21,2019,5,80000.0,1,1,1,825000
Ford,4,Figo,121,2012,12,104000.0,1,1,1,234000
Ford,4,Ecosport,6,2016,8,95000.0,1,0,1,750000
Maruti Suzuki,2,Sx4,59,2014,10,106000.0,1,1,0,275000
Audi,8,A3,15,2015,9,64000.0,0,1,1,850000
Maruti Suzuki,2,Alto,75,2011,13,78965.0,1,0,0,135000
Hyundai,6,Elite i20,104,2017,7,30300.0,1,0,0,550000
Maruti Suzuki,2,Ertiga,12,2018,6,74000.0,1,0,1,785000
Maruti Suzuki,2,Baleno,3,2019,5,38032.0,0,1,0,690000
Honda,0,Jazz,71,2015,9,69000.0,0,1,0,500000
Mahindra,13,XUV500,36,2019,5,85000.0,1,0,1,1050000
Tata,14,Manza,130,2010,14,78960.0,1,0,0,95000
Maruti Suzuki,2,Wagon-R,32,2015,9,55049.0,1,0,0,317000
Toyota,5,Etios,46,2012,12,69000.0,1,1,1,330000
Audi,8,A4,27,2016,8,135000.0,0,0,1,1651000
MG,10,Hector,17,2019,5,17000.0,0,0,0,1390000
Honda,0,City,0,2017,7,69000.0,1,1,0,610000
Maruti Suzuki,2,Vitara-Brezza,19,2017,7,62000.0,1,0,1,750000
Skoda,11,Octavia,134,2014,10,116000.0,0,1,0,740000
Ford,4,Ecosport,6,2015,9,55000.0,0,1,0,449000
Toyota,5,Fortuner,48,2017,7,69000.0,0,1,1,2099000
Volkswagen,1,Vento,135,2016,8,110000.0,0,1,1,649999
Honda,0,City,0,2014,10,75000.0,0,0,0,525000
Honda,0,Amaze,70,2015,9,38000.0,1,0,0,450000
Mercedes-Benz,12,M-Class,115,2013,11,83000.0,0,1,1,1629000
Volkswagen,1,Polo,25,2019,5,68000.0,1,0,0,575000
Maruti Suzuki,2,Ertiga,12,2019,5,15000.0,0,1,0,1055000
Hyundai,6,i20,24,2023,1,11800.0,0,1,0,950000
Maruti Suzuki,2,Wagon-R,32,2009,15,85000.0,1,1,0,155000
Mahindra,13,TUV,64,2016,8,87000.0,0,0,1,750000
Land Rover,24,Range Rover Evoque,136,2012,12,89000.0,1,1,1,1600000
Honda,0,Jazz,71,2012,12,70000.0,1,1,0,265000
Maruti Suzuki,2,Swift,2,2011,13,45000.0,1,1,0,195000
Maruti Suzuki,2,Wagon-R,32,2015,9,38482.0,1,0,0,310000
Hyundai,6,Creta,22,2016,8,68000.0,0,1,1,1050000
Volkswagen,1,VentoTest,1,2015,9,74000.0,0,0,1,545000
Maruti Suzuki,2,Ciaz,58,2016,8,83214.0,1,1,1,390000
Toyota,5,Innova Crysta,14,2017,7,158000.0,1,0,1,1575000
Maruti Suzuki,2,S-Cross,137,2017,7,108000.0,1,0,1,775000
Maruti Suzuki,2,Alto-800,62,2015,9,91000.0,1,1,0,205000
Maruti Suzuki,2,Wagon-R,32,2010,14,65000.0,1,0,0,225000
Maruti Suzuki,2,Swift,2,2016,8,80000.0,1,1,1,545000
Mercedes-Benz,12,E-Class,65,2014,10,87000.0,0,1,1,1545000
Maruti Suzuki,2,Gypsy,138,2005,19,10000.0,0,1,1,390000
Honda,0,City,0,2014,10,68700.0,1,1,0,525000
Hyundai,6,i10,37,2012,12,53000.0,0,1,0,285000
Volkswagen,1,Polo,25,2014,10,41500.0,1,1,0,360000
Toyota,5,Fortuner,48,2015,9,125000.0,0,0,1,1598000
Tata,14,Harrier,55,2021,3,50000.0,0,0,1,1699000
Hyundai,6,Creta Facelift,82,2021,3,67777.0,0,0,0,1333333
Hyundai,6,i10,37,2013,11,69000.0,1,0,0,199000
Honda,0,City,0,2015,9,72500.0,0,1,0,450000
Tata,14,Indigo Cs,139,2009,15,155888.0,1,1,1,120000
Hyundai,6,Eon,34,2014,10,60000.0,1,1,0,198000
Hyundai,6,Eon,34,2017,7,63000.0,1,1,0,240000
Hyundai,6,Venue,21,2022,2,13000.0,1,0,0,825000
Maruti Suzuki,2,Celerio,18,2014,10,32117.0,0,0,0,395000
Maruti Suzuki,2,Ertiga,12,2015,9,70000.0,1,0,1,900000
Ford,4,Ecosport,6,2016,8,91000.0,0,0,0,675000
Ford,4,Endeavour,123,2017,7,75000.0,0,1,1,1900000
Maruti Suzuki,2,Baleno,3,2017,7,47231.0,1,0,0,535101
Maruti Suzuki,2,Eeco,57,2019,5,38000.0,1,0,0,410000
Hyundai,6,Eon,34,2015,9,68000.0,1,1,0,225000
Hyundai,6,Alcazar,23,2022,2,24000.0,0,0,1,1875000
Mahindra,13,Thar,50,2019,5,68000.0,1,0,1,875000
Renault,9,Lodgy,140,2015,9,58000.0,1,0,1,500000
Honda,0,City ZX,53,2005,19,65460.0,1,1,0,150000
Toyota,5,Innova Crysta,14,2017,7,71000.0,0,1,1,1725000
Hyundai,6,Grand i10 Nios,61,2020,4,51500.0,0,1,0,499999
Renault,9,Duster,31,2017,7,105000.0,1,0,1,645000
Skoda,11,Octavia,134,2008,16,140000.0,1,1,1,260000
Tata,14,Indigo Cs,139,2010,14,90000.0,1,0,1,120000
Mahindra,13,XUV500,36,2016,8,85000.0,1,1,1,500000
Renault,9,KWID,16,2018,6,67000.0,1,1,0,299000
Mahindra,13,TUV,64,2016,8,56000.0,0,1,1,695000
Maruti Suzuki,2,Sx4,59,2007,17,82038.0,1,1,0,150000
Hyundai,6,Creta,22,2023,1,10110.0,1,0,0,1095000
BMW,3,7 Series,83,2012,12,90000.0,0,0,1,1850000
Renault,9,KWID,16,2017,7,90000.0,0,0,0,290000
Maruti Suzuki,2,XL6,120,2020,4,70000.0,1,0,0,1100000
Volkswagen,1,VentoTest,1,2011,13,66000.0,0,0,0,299000
Maruti Suzuki,2,Ignis,40,2022,2,21260.0,1,0,0,535000
Honda,0,City,0,2013,11,28500.0,0,1,0,560000
Maruti Suzuki,2,Alto-K10,7,2019,5,80000.0,0,1,0,280000
Maruti Suzuki,2,Ritz,43,2012,12,90000.0,1,0,1,325000
Jeep,15,Compass,67,2019,5,73000.0,1,0,1,1175000
Skoda,11,Octavia,134,2017,7,82500.0,0,1,0,695000
Mahindra,13,Bolero,107,2018,6,140000.0,1,0,1,630000
Hyundai,6,Creta,22,2017,7,120000.0,0,0,1,975000
Tata,14,Nano,141,2015,9,47000.0,0,1,0,265000
Kia,7,Seltos,11,2020,4,42000.0,1,0,0,1080000
Hyundai,6,i20,24,2017,7,78000.0,1,1,1,689000
Maruti Suzuki,2,Celerio,18,2018,6,72000.0,0,0,0,400000
Ford,4,Ecosport,6,2014,10,102000.0,1,1,1,225000
Hyundai,6,i20,24,2013,11,68000.0,1,1,0,379000
Volvo,19,XC60,142,2016,8,65000.0,0,1,1,1575000
Honda,0,Civic,143,2019,5,20000.0,0,1,0,1773000
Toyota,5,Urban Cruiser,144,2022,2,18000.0,0,0,0,865000
Maruti Suzuki,2,maruti-suzuki-dzire,5,2015,9,35000.0,1,0,1,475000
Hyundai,6,Xcent,10,2017,7,82000.0,1,0,0,649999
Toyota,5,Glanza,66,2020,4,79000.0,0,0,0,650000
Maruti Suzuki,2,Eeco,57,2013,11,72000.0,1,0,0,290000
Maruti Suzuki,2,Wagon-R,32,2007,17,121000.0,1,1,0,125000
Hyundai,6,Elite i20,104,2016,8,90000.0,1,0,0,425000
Hyundai,6,Creta,22,2016,8,58000.0,0,1,0,745000
Maruti Suzuki,2,Brezza,145,2024,0,20000.0,1,0,0,1100000
Renault,9,KWID,16,2022,2,36000.0,0,0,0,485000
Maruti Suzuki,2,Swift,2,2015,9,57000.0,1,0,0,430000
Hyundai,6,i20,24,2021,3,53000.0,1,0,1,785000
Toyota,5,Innova Crysta,14,2019,5,125000.0,0,1,1,1685000
Hyundai,6,i20,24,2019,5,26000.0,0,1,0,550000
Tata,14,Nano,141,2009,15,13000.0,1,1,0,60000
Hyundai,6,Creta,22,2015,9,155000.0,1,0,1,800000
Maruti Suzuki,2,Alto,75,2010,14,101325.0,1,1,0,140000
Maruti Suzuki,2,Swift-Dzire,8,2018,6,71000.0,1,1,1,585000
Volkswagen,1,VentoTest,1,2015,9,59312.0,1,1,0,345000
Hyundai,6,i10,37,2014,10,72000.0,1,1,1,455000
Hyundai,6,Elite i20,104,2020,4,38000.0,1,0,0,595000
Mahindra,13,Scorpio,102,2022,2,49000.0,1,0,1,1599000
Hyundai,6,Verna,26,2019,5,110000.0,0,0,1,890000
Honda,0,WRV,54,2017,7,44000.0,1,0,0,651000
Mercedes-Benz,12,E-Class,65,2014,10,78000.0,0,1,0,1250000
Mahindra,13,Scorpio,102,2016,8,44000.0,1,1,1,850000
Maruti Suzuki,2,S-Cross,137,2022,2,54252.0,0,0,0,850000
Hyundai,6,Creta,22,2018,6,48000.0,1,1,0,765000
Toyota,5,Innova Crysta,14,2019,5,88000.0,0,0,1,1750000
Ford,4,Ecosport,6,2013,11,80000.0,1,1,1,385000
Mercedes-Benz,12,CLA,100,2019,5,32000.0,0,0,1,1850000
Honda,0,Civic,143,2011,13,82000.0,1,0,0,230000
Mitsubishi,23,Cedia,146,2006,18,96000.0,1,1,0,275000
Mercedes-Benz,12,E-Class,65,2016,8,73000.0,0,0,1,1711111
BMW,3,X1,147,2018,6,41000.0,0,0,1,2049000
Honda,0,City,0,2012,12,65973.0,1,1,0,408000
Hyundai,6,Sonata Embera,148,2011,13,55632.0,1,0,1,275000
Honda,0,CRV,133,2013,11,97000.0,0,0,0,925000
Ford,4,Endeavour,123,2017,7,87000.0,0,1,1,1600000
Kia,7,Sonet,44,2020,4,42000.0,0,0,0,785000
Maruti Suzuki,2,maruti-suzuki-dzire,5,2013,11,65000.0,1,0,0,360000
Hyundai,6,i20,24,2016,8,68712.0,1,1,0,490000
Kia,7,Seltos,11,2020,4,77000.0,0,0,1,1475000
Renault,9,KWID,16,2020,4,31000.0,0,0,0,390000
Ford,4,Figo Aspire,149,2016,8,75000.0,0,0,0,485000
Skoda,11,Octavia,134,2013,11,75000.0,0,1,0,565000
Hyundai,6,Xcent,10,2017,7,93000.0,1,0,1,390000
Hyundai,6,i20,24,2012,12,125000.0,1,0,1,275000
Maruti Suzuki,2,Vitara-Brezza,19,2017,7,156500.0,1,1,1,675000
Hyundai,6,i20,24,2018,6,64000.0,1,1,1,720000
Mahindra,13,Thar,50,2023,1,7300.0,0,0,1,1571000
Mahindra,13,Bolero Neo,113,2022,2,41000.0,1,0,1,950000
Hyundai,6,i10,37,2013,11,34000.0,1,0,0,255000
Maruti Suzuki,2,Swift,2,2022,2,25772.0,1,0,0,699999
Skoda,11,Kushaq,28,2010,14,69000.0,0,0,0,400000
Honda,0,City,0,2014,10,103000.0,1,1,1,525000
Hyundai,6,Creta,22,2019,5,49000.0,0,0,0,995000
Hyundai,6,Elantra,114,2012,12,78000.0,0,1,0,445000
Volkswagen,1,Polo,25,2014,10,121000.0,1,1,1,465000
Isuzu,25,MAX,150,2021,3,110000.0,1,0,1,890000
Maruti Suzuki,2,Vitara-Brezza,19,2019,5,115000.0,0,1,1,840000
Maruti Suzuki,2,Swift-Dzire,8,2015,9,83000.0,1,0,1,275000
Mahindra,13,Bolero,107,2021,3,80000.0,1,1,1,925000
Tata,14,Tiago,86,2020,4,28300.0,1,1,0,495000
Renault,9,Triber,124,2021,3,55000.0,1,0,0,350000
Kia,7,Carens,39,2022,2,77000.0,0,0,1,1725000
Maruti Suzuki,2,Wagon-R,32,2007,17,84000.0,1,1,0,200000
Hyundai,6,Verna,26,2017,7,38000.0,0,1,0,825000
Honda,0,City,0,2014,10,95000.0,1,0,1,585000
Hyundai,6,Verna,26,2008,16,140000.0,1,1,1,88000
Toyota,5,Corolla Altis,128,2016,8,61000.0,0,1,0,845000
Tata,14,Indica Vista,151,2009,15,80000.0,1,1,0,100000
Hyundai,6,Creta,22,2018,6,54904.0,1,0,1,969000
Hyundai,6,Alcazar,23,2024,0,4700.0,1,0,1,2100000
BMW,3,3 Series,90,2013,11,57000.0,0,0,1,1200000
Mahindra,13,XUV500,36,2017,7,52000.0,0,0,1,1200000
Hyundai,6,Creta Facelift,82,2024,0,3200.0,1,0,0,1500000
Mahindra,13,Thar,50,2021,3,46000.0,0,0,1,1620000
Maruti Suzuki,2,Wagon-R,32,2009,15,70000.0,1,1,0,161000
Kia,7,Sonet,44,2023,1,2400.0,0,0,1,1325000
Volkswagen,1,VentoTest,1,2017,7,62000.0,0,1,0,490000
Mercedes-Benz,12,E-Class,65,2014,10,119000.0,0,0,1,899000
Skoda,11,Rapid,63,2015,9,124006.0,1,1,1,595000
Maruti Suzuki,2,Baleno,3,2016,8,55000.0,1,1,0,530000
Hyundai,6,i20,24,2013,11,24500.0,1,1,0,285000
Volkswagen,1,Polo,25,2020,4,35000.0,0,0,0,1180000
Jeep,15,Compass,67,2017,7,51600.0,1,0,1,695000
Kia,7,Seltos,11,2021,3,100000.0,0,0,1,1350000
Hyundai,6,i20,24,2012,12,110000.0,1,1,0,239000
Hyundai,6,Venue,21,2019,5,52000.0,1,1,0,725000
Honda,0,Amaze,70,2022,2,21000.0,0,0,0,795000
Mercedes-Benz,12,C-Class,29,2015,9,57000.0,0,0,1,1750000
Honda,0,City,0,2015,9,70000.0,0,0,0,575000
Volkswagen,1,Polo,25,2015,9,78000.0,1,1,1,595000
Toyota,5,Innova Crysta,14,2016,8,103000.0,1,1,1,1350000
Hyundai,6,i20,24,2012,12,120000.0,1,1,1,236000
Maruti Suzuki,2,Swift-Dzire,8,2013,11,150000.0,1,1,1,500000
Hyundai,6,Elantra,114,2018,6,68000.0,0,0,1,1175000
Maruti Suzuki,2,Swift-Dzire,8,2013,11,135000.0,1,1,1,160000
Datsun,26,RediGO,152,2018,6,38000.0,0,0,0,280000
Audi,8,A4,27,2011,13,150000.0,0,1,1,960000
Maruti Suzuki,2,Swift,2,2019,5,48000.0,1,0,0,525000
Mercedes-Benz,12,GLA Class,38,2017,7,32600.0,0,1,0,1750000
Maruti Suzuki,2,Swift,2,2022,2,19245.0,0,0,0,690000
Mahindra,13,XUV500,36,2014,10,88500.0,1,0,1,589000
Maruti Suzuki,2,Alto-K10,7,2015,9,73000.0,0,0,0,269000
Audi,8,A6,93,2014,10,99000.0,0,0,1,850000
Audi,8,A4,27,2017,7,116000.0,0,1,1,2090000
Honda,0,City,0,2021,3,150000.0,0,0,0,1425000
Audi,8,Q3,80,2016,8,50000.0,0,1,1,1400000
Hyundai,6,i20,24,2014,10,70000.0,1,1,1,445000
Maruti Suzuki,2,Swift,2,2020,4,65000.0,1,0,0,600000
Volkswagen,1,VentoTest,1,2015,9,103000.0,0,0,1,655000
Honda,0,City,0,2018,6,48000.0,1,1,0,575000
Honda,0,Civic,143,2007,17,95000.0,1,1,0,220000
Honda,0,City,0,2014,10,90000.0,1,1,1,381999
Mahindra,13,TUV,64,2019,5,97333.0,1,0,1,645000
Hyundai,6,i10,37,2012,12,100000.0,0,1,0,320000
Maruti Suzuki,2,Ciaz,58,2018,6,34000.0,0,0,0,711000
Honda,0,City,0,2017,7,28305.0,0,0,0,681000
Maruti Suzuki,2,Alto,75,2011,13,53000.0,1,1,0,170000
Honda,0,City,0,2014,10,87000.0,1,0,1,450000
Maruti Suzuki,2,Swift-Dzire,8,2017,7,56000.0,1,1,1,630000
Maruti Suzuki,2,S-Presso,73,2021,3,25000.0,0,1,0,450000
Skoda,11,Octavia,134,2015,9,59000.0,0,1,0,715000
Hyundai,6,Creta,22,2016,8,78000.0,0,1,1,1025000
Audi,8,Q3,80,2017,7,120000.0,0,1,1,1950000
Maruti Suzuki,2,Ignis,40,2020,4,28000.0,0,1,0,649999
Honda,0,City,0,2016,8,29000.0,0,0,0,675000
Hyundai,6,i20,24,2017,7,49700.0,1,0,0,571000
Audi,8,A6,93,2011,13,51000.0,0,1,0,1350000
Mahindra,13,XUV500,36,2019,5,19300.0,1,1,1,995000
Toyota,5,Fortuner,48,2013,11,95013.0,0,0,1,1050000
Hyundai,6,Creta,22,2022,2,9000.0,1,0,0,1495000
Audi,8,A6,93,2013,11,16250.0,0,0,0,1350000
Hyundai,6,Venue,21,2020,4,30000.0,1,0,0,705000
Tata,14,Tigor,153,2022,2,18000.0,1,0,0,800000
BMW,3,5 Series,97,2015,9,92000.0,0,0,1,1450000
Tata,14,Nano,141,2014,10,48000.0,1,1,0,180000
Kia,7,Sonet,44,2023,1,2400.0,0,0,0,1325000
Honda,0,City,0,2016,8,111000.0,0,0,0,450000
Chevrolet,16,Cruze,69,2013,11,90000.0,0,0,1,440000
Maruti Suzuki,2,Swift-Dzire,8,2017,7,68000.0,1,1,0,500000
Maruti Suzuki,2,Baleno,3,2017,7,51000.0,1,0,0,485000
Skoda,11,Superb,154,2013,11,72000.0,0,0,0,400000
Honda,0,City,0,2010,14,79000.0,1,1,0,205000
Mercedes-Benz,12,E-Class,65,2014,10,51447.0,0,0,1,1475001
Hyundai,6,Verna,26,2013,11,52000.0,1,0,1,262000
Honda,0,City,0,2016,8,56000.0,0,1,0,625000
Honda,0,Accord,155,2004,20,80000.0,1,1,0,60000
Mahindra,13,TUV,64,2016,8,64525.0,1,0,1,445000
Maruti Suzuki,2,Zen-Estilo,156,2005,19,85000.0,0,1,0,54000
Honda,0,Amaze,70,2021,3,31986.0,1,0,0,675000
Tata,14,Harrier,55,2023,1,29000.0,1,0,1,1795000
Hyundai,6,Elite i20,104,2015,9,57000.0,1,0,0,455000
Hyundai,6,Creta,22,2020,4,130000.0,0,1,1,1100000
Honda,0,Amaze,70,2020,4,25000.0,1,0,0,655000
Maruti Suzuki,2,Swift,2,2009,15,80282.0,1,1,0,275000
Hyundai,6,i10,37,2009,15,69000.0,0,0,0,230000
Maruti Suzuki,2,Swift-Dzire,8,2008,16,83481.0,1,1,0,175000
Volkswagen,1,Polo,25,2021,3,50000.0,0,1,0,950000
Maruti Suzuki,2,Baleno,3,2016,8,63200.0,0,1,0,585000
Hyundai,6,Grand i10,41,2018,6,53000.0,1,1,0,399000
Kia,7,Sonet,44,2023,1,43000.0,1,0,1,1090000
Hyundai,6,i10,37,2011,13,58000.0,0,0,0,375000
MG,10,Hector,17,2021,3,50000.0,0,1,0,1399000
Maruti Suzuki,2,Ciaz,58,2019,5,49000.0,0,1,0,695000
Honda,0,City ZX,53,2005,19,60000.0,1,1,0,90000
Chevrolet,16,Cruze,69,2013,11,70000.0,0,0,1,421000
Volkswagen,1,Polo,25,2019,5,48000.0,1,0,0,650000
Tata,14,Nexon,45,2018,6,38000.0,1,0,0,595000
Maruti Suzuki,2,Alto-800,62,2021,3,19500.0,1,1,0,360000
Mahindra,13,XUV500,36,2014,10,99000.0,1,1,1,510000
Toyota,5,Innova Crysta,14,2018,6,74000.0,0,1,1,1850000
Maruti Suzuki,2,S-Cross,137,2017,7,113000.0,1,1,1,595000
Hyundai,6,Tucson,74,2017,7,90709.0,0,0,1,1325000
Toyota,5,Innova Crysta,14,2016,8,99584.0,0,0,1,1890000
Chevrolet,16,Enjoy,157,2015,9,92000.0,1,1,1,395000
Maruti Suzuki,2,Grand Vitara,91,2023,1,20000.0,0,0,0,1795000
Maruti Suzuki,2,Swift,2,2019,5,80000.0,1,0,1,775000
Ford,4,Figo,121,2013,11,64000.0,1,0,1,239000
Hyundai,6,Venue,21,2015,9,78000.0,1,0,1,585000
Audi,8,Q5,126,2010,14,98000.0,0,1,1,1075000
Kia,7,Seltos,11,2022,2,18000.0,0,0,0,1495000
BMW,3,X3,4,2012,12,86000.0,0,1,1,1125000
Honda,0,Mobilio,158,2015,9,51000.0,1,1,0,485000
Fiat,20,Punto EVO,159,2015,9,86000.0,1,1,1,250000
BMW,3,3 Series GT,13,2017,7,100000.0,0,0,1,1840000
Mahindra,13,Bolero Neo Plus,160,2015,9,69000.0,0,0,1,450000
Maruti Suzuki,2,Vitara-Brezza,19,2018,6,67000.0,1,0,1,600000
Hyundai,6,Alcazar,23,2022,2,33000.0,0,0,1,1899000
Mahindra,13,XUV500,36,2015,9,71000.0,1,1,1,735000
Hyundai,6,Grand i10,41,2017,7,47600.0,0,0,0,499000
Hyundai,6,Verna,26,2002,22,160000.0,1,0,1,385000
Audi,8,A3,15,2015,9,95000.0,0,0,1,1395000
Maruti Suzuki,2,Brezza,145,2022,2,33000.0,0,0,0,890000
Hyundai,6,Creta,22,2018,6,70000.0,1,0,1,965000
Tata,14,Hexa,81,2017,7,57000.0,0,0,1,885000
Hyundai,6,Verna,26,2021,3,46000.0,0,0,0,1200000
BMW,3,3 Series,90,2014,10,90000.0,0,1,1,1260000
Maruti Suzuki,2,Swift,2,2013,11,54268.0,1,0,0,275621
Hyundai,6,Creta,22,2018,6,57000.0,0,0,1,1125000
Hyundai,6,Creta,22,2021,3,25000.0,1,0,0,1295000
Mahindra,13,TUV,64,2018,6,83725.0,0,1,1,675000
Toyota,5,Etios,46,2018,6,95000.0,1,1,1,545000
Renault,9,KWID,16,2017,7,33000.0,0,1,0,375000
Isuzu,25,D-Max V-Cross,161,2018,6,96000.0,1,1,1,1550000
Honda,0,Civic,143,2006,18,98000.0,0,1,0,225000
Maruti Suzuki,2,Alto-800,62,2016,8,101500.0,1,1,0,245000
Volkswagen,1,VentoTest,1,2017,7,76654.0,0,0,0,775000
Maruti Suzuki,2,Swift-Dzire,8,2012,12,69000.0,1,1,0,315000
MG,10,Hector,17,2019,5,16000.0,0,1,0,1250000
Hyundai,6,Creta,22,2019,5,38000.0,0,1,0,950000
Maruti Suzuki,2,Vitara-Brezza,19,2018,6,53200.0,0,0,1,890000
Audi,8,A3,15,2015,9,52500.0,0,0,0,1550000
Maruti Suzuki,2,Vitara-Brezza,19,2019,5,76000.0,0,0,1,735000
Hyundai,6,Creta,22,2020,4,54000.0,1,0,0,1090000
Jaguar,18,XF,85,2013,11,35000.0,0,1,1,1745000
Nissan,21,Terrano,116,2017,7,95000.0,1,1,0,500000
Tata,14,Zest,56,2019,5,140000.0,1,0,1,490000
Maruti Suzuki,2,Baleno,3,2019,5,21000.0,1,0,0,675000
Hyundai,6,i10,37,2013,11,56000.0,1,1,0,185000
Hyundai,6,Creta,22,2022,2,33000.0,0,0,1,1835000
Maruti Suzuki,2,Ritz,43,2014,10,98000.0,1,0,1,445000
Honda,0,City,0,2017,7,73000.0,0,0,0,590000
Hyundai,6,Creta,22,2015,9,118000.0,1,1,1,875000
Hyundai,6,Fluidic Verna,162,2020,4,76500.0,1,0,0,1075000
Maruti Suzuki,2,Alto-800,62,2020,4,105000.0,1,1,0,310000
Maruti Suzuki,2,maruti-suzuki-dzire,5,2013,11,43000.0,1,0,0,390000
Toyota,5,Innova,20,2011,13,49000.0,1,0,1,424000
Honda,0,City,0,2017,7,81000.0,0,0,0,699000
Renault,9,Duster,31,2018,6,83000.0,0,1,1,940000
Hyundai,6,Verna,26,2019,5,87000.0,1,0,1,1050000
Hyundai,6,Creta,22,2023,1,34000.0,0,0,1,1950000
Maruti Suzuki,2,Ertiga,12,2016,8,70000.0,1,0,1,751000
Honda,0,City,0,2016,8,40000.0,1,0,0,625000
Hyundai,6,Alcazar,23,2021,3,100000.0,0,0,1,1450000
Mercedes-Benz,12,E-Class,65,2015,9,85000.0,0,0,0,1395000
Volkswagen,1,Tiguan,89,2017,7,110000.0,0,0,1,1495000
Mahindra,13,XUV 300,163,2021,3,18000.0,0,0,0,990000
Mahindra,13,XUV500,36,2016,8,99344.0,1,1,1,570000
Tata,14,Safari,87,2022,2,65000.0,0,0,1,2090000
Maruti Suzuki,2,Swift-Dzire,8,2013,11,73500.0,1,1,0,370000
Maruti Suzuki,2,Ciaz,58,2017,7,75000.0,0,1,0,675000
Tata,14,Hexa,81,2017,7,81000.0,0,0,1,790000
Maruti Suzuki,2,Omni,68,2015,9,45100.0,1,0,0,157000
Tata,14,Safari,87,2021,3,54000.0,0,0,1,1495000
Hyundai,6,Creta,22,2018,6,54000.0,1,1,0,895000
Volkswagen,1,Polo GTI,94,2013,11,61000.0,0,0,0,410000
Hyundai,6,Grand i10,41,2019,5,51000.0,1,0,0,521000
MG,10,Hector,17,2020,4,65000.0,1,1,0,1125000
Skoda,11,Rapid,63,2017,7,49600.0,1,0,0,665000
Hyundai,6,Verna,26,2022,2,50000.0,1,0,1,1200000
Mahindra,13,Thar,50,2022,2,39000.0,1,0,1,1450000
Renault,9,Duster,31,2015,9,76000.0,1,1,0,425000
Skoda,11,Rapid,63,2015,9,71000.0,0,1,0,395000
Honda,0,Jazz,71,2016,8,63210.0,1,0,0,421000
Kia,7,Seltos,11,2021,3,35000.0,0,0,1,1735000
Honda,0,Civic,143,2011,13,82000.0,1,0,0,230000
Chevrolet,16,Optra,164,2009,15,97000.0,1,1,0,250000
Kia,7,Seltos,11,2019,5,22000.0,0,1,0,1195000
Mahindra,13,Bolero,107,2018,6,85000.0,1,1,1,625000
