Brand,brand_number,model,model_number,Year,Age,kmDriven,Transmission,Owner,FuelType,AskPrice
Mahindra,13,KUV100 NXT,235,2017,7,48000.0,0,1,0,300000
Maruti Suzuki,2,Swift-Dzire,8,2020,4,34000.0,1,1,0,530000
Hyundai,6,i20,24,2011,13,78000.0,1,1,0,310000
Toyota,5,Innova Crysta,14,2018,6,72000.0,0,1,1,1850000
Honda,0,City,0,2014,10,133000.0,1,1,1,685000
Maruti Suzuki,2,Wagon-R,32,2011,13,140000.0,1,1,0,250000
Hyundai,6,i20,24,2010,14,92000.0,1,1,1,270000
Volkswagen,1,Polo,25,2019,5,63000.0,0,0,0,895000
Nissan,21,Terrano,116,2017,7,84000.0,0,1,1,755000
Mini,17,Cooper Countryman,176,2015,9,72000.0,0,1,0,1475000
Mercedes-Benz,12,C-Class,29,2011,13,75000.0,0,1,1,795000
Ford,4,Figo,121,2011,13,115000.0,1,1,1,225000
Honda,0,Amaze,70,2019,5,44000.0,1,0,0,550000
Hyundai,6,Alcazar,23,2021,3,58000.0,0,0,1,1985000
MG,10,Hector,17,2019,5,72000.0,0,0,0,1025000
Volvo,19,S60 Cross Country,236,2016,8,56000.0,0,1,1,1725000
Maruti Suzuki,2,Swift-Dzire,8,2011,13,70000.0,1,1,0,167000
Hyundai,6,Creta,22,2018,6,23000.0,0,0,0,985111
Hyundai,6,Verna,26,2013,11,103000.0,1,1,0,320000
Maruti Suzuki,2,Swift,2,2013,11,135600.0,1,1,1,425000
Tata,14,Nexon,45,2019,5,49000.0,1,0,0,650000
Skoda,11,Superb,154,2015,9,48500.0,0,1,0,711000
Hyundai,6,i10,37,2012,12,54699.0,1,1,0,199000
Volkswagen,1,Polo,25,2015,9,46000.0,1,0,0,475000
Mahindra,13,Scorpio,102,2019,5,85000.0,1,1,1,1270000
Ford,4,Ecosport,6,2021,3,75000.0,1,0,1,865000
Toyota,5,Innova Crysta,14,2020,4,61000.0,0,1,1,2075000
Toyota,5,Innova Crysta,14,2019,5,70000.0,0,0,1,1695000
Toyota,5,Innova Crysta,14,2021,3,67000.0,0,0,1,1875000
Hyundai,6,Eon,34,2012,12,42000.0,1,1,0,215000
Mahindra,13,Marazzo,191,2019,5,110000.0,1,0,1,470000
Maruti Suzuki,2,Omni,68,2015,9,80000.0,1,1,0,255000
Skoda,11,Laura,182,2009,15,108000.0,1,1,1,198000
Maruti Suzuki,2,Wagon-R,32,2004,20,85000.0,1,1,0,102000
Volkswagen,1,VentoTest,1,2012,12,73000.0,0,1,0,450000
Mercedes-Benz,12,E-Class,65,2013,11,80500.0,0,1,1,1300000
Mahindra,13,Bolero,107,2017,7,69000.0,0,1,1,780000
Mahindra,13,XUV500,36,2019,5,25000.0,1,0,1,1675000
Hyundai,6,Creta,22,2022,2,42000.0,1,0,1,1390000
Hyundai,6,Aura,215,2021,3,25000.0,1,1,0,575000
Hyundai,6,i20,24,2018,6,38900.0,1,0,0,495000
Volkswagen,1,Polo,25,2015,9,125000.0,1,0,1,650000
Toyota,5,Urban Cruiser Hyryder,237,2023,1,8000.0,0,0,0,1890000
Hyundai,6,Verna,26,2014,10,86123.0,1,1,1,395000
Volkswagen,1,Polo,25,2013,11,61000.0,0,0,0,405000
Maruti Suzuki,2,maruti-suzuki-brezza,108,2017,7,78000.0,1,1,1,790000
Honda,0,City ZX,53,2020,4,27000.0,1,0,0,1150000
Maruti Suzuki,2,Ertiga,12,2022,2,22000.0,1,1,0,960000
Hyundai,6,i20 Active,209,2015,9,62000.0,1,1,1,350000
Toyota,5,Innova,20,2012,12,150000.0,1,1,1,510000
Maruti Suzuki,2,Celerio,18,2022,2,20000.0,0,0,1,625000
Maruti Suzuki,2,Zen-Estilo,156,2008,16,69000.0,0,1,0,180000
Honda,0,Jazz,71,2015,9,114000.0,1,1,1,520000
Hyundai,6,Xcent,10,2015,9,114000.0,1,0,1,400000
Honda,0,Civic,143,2007,17,103000.0,0,1,0,290000
Tata,14,Tiago,86,2018,6,52000.0,0,0,0,495000
Toyota,5,Urban Cruiser Hyryder,237,2023,1,24000.0,0,0,0,1895000
Maruti Suzuki,2,Eeco,57,2021,3,19000.0,0,1,0,400000
Hyundai,6,Verna,26,2020,4,95000.0,1,0,1,1000000
Toyota,5,Innova,20,2014,10,111000.0,1,1,1,995000
Maruti Suzuki,2,Wagon-R-1-0,211,2016,8,59000.0,0,0,0,415000
Kia,7,Sonet,44,2020,4,47000.0,0,0,0,1165000
Jeep,15,Compass,67,2019,5,52000.0,0,1,0,1300000
Volkswagen,1,Ameo,122,2018,6,52000.0,1,1,0,600000
Maruti Suzuki,2,Baleno,3,2016,8,45000.0,1,1,0,545000
Tata,14,Harrier,55,2019,5,48000.0,1,0,1,1045000
Chevrolet,16,Spark,238,2009,15,99999.0,0,1,0,70000
Mahindra,13,Bolero,107,2015,9,92000.0,1,1,1,415000
Maruti Suzuki,2,Vitara-Brezza,19,2019,5,78000.0,1,0,1,935000
Tata,14,Nano,141,2009,15,23000.0,1,1,0,60000
Hyundai,6,Creta,22,2019,5,21000.0,1,0,0,870000
MG,10,Hector,17,2021,3,39652.0,1,0,1,1305000
Tata,14,Nexon,45,2022,2,13000.0,1,0,0,899000
Maruti Suzuki,2,Alto-800,62,2023,1,6200.0,1,0,0,400000
Mahindra,13,XUV 300,163,2019,5,40000.0,1,0,1,1025000
Tata,14,Indigo Ecs,49,2014,10,112000.0,0,1,1,100000
Maruti Suzuki,2,Baleno,3,2018,6,65000.0,1,1,0,525000
Maruti Suzuki,2,Swift-Dzire,8,2018,6,45617.0,0,0,0,725000
Mercedes-Benz,12,E-Class,65,2014,10,75000.0,0,1,1,1169000
Maruti Suzuki,2,Swift-Dzire,8,2010,14,165000.0,1,0,1,270000
MG,10,Hector Plus,35,2023,1,27000.0,0,0,0,1825000
Honda,0,CRV,133,2015,9,90000.0,0,1,0,795000
Maruti Suzuki,2,Eeco,57,2013,11,27000.0,1,1,0,299000
Honda,0,Brio,52,2015,9,36000.0,0,1,0,375000
BMW,3,3 Series,90,2011,13,39000.0,0,1,1,1300000
Volkswagen,1,Polo,25,2019,5,15000.0,1,0,0,575000
Hyundai,6,Venue,21,2021,3,28000.0,1,0,1,1050000
Toyota,5,Fortuner,48,2011,13,125000.0,1,1,1,650000
Maruti Suzuki,2,Jimny,201,2024,0,11000.0,0,0,0,1190000
Chevrolet,16,Trailblazer,239,2015,9,116000.0,0,1,1,680000
Mahindra,13,Quanto,240,2013,11,75000.0,1,0,1,255000
Honda,0,Amaze,70,2013,11,110000.0,1,0,0,349999
Hyundai,6,EON,241,2014,10,60000.0,1,1,0,275000
Mahindra,13,Scorpio,102,2015,9,90000.0,1,1,1,850000
Hyundai,6,New i20,103,2023,1,7200.0,1,0,0,900000
Maruti Suzuki,2,Baleno,3,2018,6,30000.0,1,1,0,699000
Honda,0,WRV,54,2017,7,79000.0,1,0,1,845000
Kia,7,Seltos,11,2022,2,30000.0,0,0,1,1870000
Mahindra,13,Thar,50,2021,3,41000.0,0,0,1,1470000
Volkswagen,1,Polo,25,2010,14,90000.0,1,0,0,250000
Hyundai,6,Eon,34,2013,11,78000.0,1,1,0,158000
Maruti Suzuki,2,Vitara-Brezza,19,2020,4,50000.0,1,0,1,1050000
Maruti Suzuki,2,Swift,2,2014,10,80000.0,1,1,1,411000
Hyundai,6,Alcazar,23,2022,2,37000.0,0,0,1,1815000
Ford,4,Figo Aspire,149,2017,7,61101.0,1,1,0,395000
Mahindra,13,XUV500,36,2015,9,74000.0,1,0,1,745000
Mahindra,13,XUV500,36,2015,9,83000.0,1,0,1,975000
Maruti Suzuki,2,Alto-800,62,2016,8,45000.0,1,0,0,359000
Volvo,19,XC60,142,2018,6,110000.0,0,0,1,875000
Maruti Suzuki,2,Vitara-Brezza,19,2017,7,71000.0,1,0,1,630000
Maruti Suzuki,2,Alto-K10,7,2017,7,43400.0,0,0,0,275000
Honda,0,City,0,2017,7,66000.0,1,0,1,690000
Hyundai,6,Elite i20,104,2019,5,51000.0,0,0,0,690000
Skoda,11,Superb,154,2015,9,142000.0,0,0,1,850000
Hyundai,6,Santro Xing,105,2006,18,58645.0,1,1,0,98000
Hyundai,6,Verna,26,2017,7,80000.0,1,0,1,555000
Mahindra,13,Bolero,107,2012,12,79000.0,1,1,1,635000
Maruti Suzuki,2,Swift,2,2019,5,49805.0,1,0,0,545000
Skoda,11,Octavia,134,2016,8,80000.0,0,0,1,925000
Fiat,20,Punto,127,2012,12,123600.0,1,1,1,160000
Tata,14,Indica Vista,151,2012,12,125000.0,1,0,1,82000
Honda,0,Amaze,70,2013,11,55513.0,1,0,0,330000
Volkswagen,1,VentoTest,1,2012,12,73000.0,0,1,0,295000
Hyundai,6,i20 N Line,242,2023,1,14800.0,0,0,0,1050000
MG,10,ASTOR,77,2022,2,160000.0,0,0,0,1125000
BMW,3,3 Series GT,13,2015,9,61000.0,0,1,1,1200000
BMW,3,3 Series GT,13,2017,7,68303.0,0,1,1,2100000
Toyota,5,Fortuner,48,2016,8,75000.0,1,0,1,1400000
Maruti Suzuki,2,Swift-Dzire,8,2020,4,53000.0,0,0,0,655000
Skoda,11,Superb,154,2015,9,68000.0,1,1,0,565000
Maruti Suzuki,2,Vitara-Brezza,19,2017,7,84000.0,1,0,1,870000
Maruti Suzuki,2,Swift,2,2021,3,34000.0,1,1,0,670000
Volvo,19,S60 Cross Country,236,2018,6,100000.0,0,0,1,1600000
Mahindra,13,Jeep,199,1996,28,50000.0,1,1,1,299000
Maruti Suzuki,2,Baleno,3,2020,4,40000.0,1,0,0,695000
Hyundai,6,i10,37,2010,14,75000.0,1,1,0,120000
BMW,3,5 Series,97,2013,11,82000.0,0,1,1,1295000
BMW,3,5 Series,97,2015,9,68000.0,0,1,1,1425000
Mahindra,13,Marazzo,191,2018,6,39000.0,1,1,1,750000
MG,10,Hector,17,2019,5,49067.0,0,0,0,1475000
Maruti Suzuki,2,Ertiga,12,2013,11,57899.0,1,1,0,429999
Mercedes-Benz,12,E-Class,65,2012,12,73000.0,0,1,1,990000
Maruti Suzuki,2,Vitara-Brezza,19,2018,6,25000.0,0,0,1,735000
Tata,14,Nexon,45,2021,3,25945.0,0,0,0,1045000
Hyundai,6,i10,37,2010,14,38278.0,0,0,0,240000
Maruti Suzuki,2,Swift,2,2017,7,91000.0,1,0,1,565000
Chevrolet,16,Cruze,69,2012,12,45000.0,0,1,1,563000
Maruti Suzuki,2,Baleno,3,2022,2,54000.0,1,0,0,725000
Toyota,5,Glanza,66,2022,2,51321.0,1,0,0,625101
Maruti Suzuki,2,Celerio,18,2018,6,45000.0,0,1,0,475000
Maruti Suzuki,2,Ciaz,58,2014,10,51957.0,1,1,0,500000
Ford,4,Ecosport,6,2014,10,75000.0,1,0,1,445000
Maruti Suzuki,2,Swift,2,2020,4,37540.0,0,0,0,640000
Toyota,5,Fortuner,48,2016,8,160000.0,1,1,1,1575000
BMW,3,5 Series,97,2011,13,85000.0,0,1,1,650000
Renault,9,KWID,16,2018,6,42000.0,1,0,0,360000
Tata,14,Nano,141,2013,11,20000.0,1,0,0,85000
Ford,4,Ecosport,6,2015,9,52000.0,1,0,0,525000
Maruti Suzuki,2,Celerio,18,2015,9,113000.0,0,1,0,340000
BMW,3,3 Series GT,13,2016,8,75000.0,0,1,1,1799000
Maruti Suzuki,2,Alto,75,2011,13,42000.0,1,1,0,150000
Hyundai,6,Verna,26,2014,10,71000.0,1,1,1,350000
Mercedes-Benz,12,E-Class,65,2012,12,74000.0,0,0,1,888000
Maruti Suzuki,2,S-Presso,73,2021,3,69000.0,0,0,0,425000
Skoda,11,Slavia,172,2024,0,3000.0,0,0,0,1650000
BMW,3,X1,147,2012,12,62000.0,0,1,0,599000
MG,10,Hector,17,2020,4,80000.0,0,0,0,1250000
BMW,3,X1,147,2017,7,83000.0,0,0,1,1900000
Hyundai,6,i10,37,2013,11,56000.0,1,1,0,290000
BMW,3,5 Series,97,2011,13,65000.0,0,1,1,525000
Maruti Suzuki,2,Swift,2,2011,13,60000.0,1,1,0,190000
Skoda,11,Laura,182,2011,13,71225.0,1,1,0,543000
Hyundai,6,Verna,26,2012,12,68000.0,1,1,0,345000
Hyundai,6,Aura,215,2020,4,53000.0,1,0,0,650000
Maruti Suzuki,2,Alto-800,62,2021,3,18000.0,1,0,0,377000
Tata,14,Bolt,84,2017,7,48000.0,0,1,0,220000
Honda,0,City,0,2018,6,70000.0,1,1,0,595000
Ford,4,Figo,121,2014,10,89500.0,1,1,1,129999
Honda,0,City,0,2011,13,53000.0,0,0,0,455000
Hyundai,6,Grand i10,41,2017,7,39000.0,0,1,0,460000
Hyundai,6,i20,24,2024,0,1500.0,1,0,0,925000
Honda,0,City,0,2018,6,76000.0,0,1,0,850000
Honda,0,WRV,54,2017,7,70000.0,1,0,1,650000
Maruti Suzuki,2,Alto-K10,7,2012,12,32000.0,1,1,0,225000
Toyota,5,Etios,46,2018,6,146000.0,1,1,1,595000
Hyundai,6,i10,37,2013,11,90000.0,1,0,0,199000
Volkswagen,1,Polo,25,2018,6,50000.0,1,0,0,395000
Hyundai,6,Elantra,114,2016,8,85000.0,0,0,0,960000
Tata,14,Nexon,45,2019,5,36788.0,0,1,0,780000
Hyundai,6,Grand i10,41,2017,7,79000.0,1,1,1,280000
Maruti Suzuki,2,Ciaz,58,2015,9,79000.0,1,0,1,600000
Skoda,11,Superb,154,2018,6,62000.0,0,0,1,1850000
Maruti Suzuki,2,Swift,2,2019,5,53000.0,1,0,0,500000
Toyota,5,Innova Crysta,14,2018,6,79000.0,0,0,1,1725000
Toyota,5,Innova Crysta,14,2021,3,43000.0,0,0,1,2100000
Honda,0,City ZX,53,2020,4,49000.0,0,1,0,1255000
Kia,7,Seltos,11,2020,4,52000.0,0,0,0,1225000
Mahindra,13,XUV 300,163,2022,2,44000.0,1,0,1,810000
Maruti Suzuki,2,800,183,2006,18,26500.0,1,1,0,125000
Mahindra,13,Scorpio,102,2018,6,67000.0,1,0,1,1230000
Hyundai,6,i20,24,2015,9,54500.0,1,1,1,490000
Maruti Suzuki,2,Swift-Dzire,8,2010,14,121000.0,1,0,1,385000
Hyundai,6,Venue,21,2019,5,68216.0,1,1,0,650000
Nissan,21,Terrano,116,2015,9,78000.0,1,0,1,275000
Maruti Suzuki,2,Swift,2,2014,10,72000.0,1,1,0,390000
Ford,4,Figo,121,2010,14,48000.0,1,1,0,140000
Renault,9,KWID,16,2016,8,77000.0,0,1,0,195000
Tata,14,Safari,87,2022,2,42000.0,1,0,1,1770000
Hyundai,6,i10,37,2010,14,78000.0,1,1,0,265000
Volkswagen,1,Ameo,122,2018,6,68533.0,1,0,0,515600
Renault,9,Duster,31,2018,6,83000.0,0,1,1,950000
Tata,14,Zest,56,2018,6,150000.0,1,1,1,410000
Skoda,11,Superb,154,2017,7,138000.0,0,1,1,1900000
Maruti Suzuki,2,Swift-Dzire,8,2015,9,59200.0,1,1,0,445000
Volkswagen,1,Taigun,243,2022,2,55000.0,0,1,0,1425000
Honda,0,City,0,2015,9,53370.0,0,0,0,621000
Skoda,11,Octavia,134,2016,8,92000.0,0,1,0,800000
Kia,7,Sonet,44,2021,3,61000.0,0,1,0,795000
Tata,14,Nano,141,2015,9,23000.0,0,1,0,275000
Maruti Suzuki,2,Wagon-R,32,2009,15,150000.0,1,1,0,150000
Maruti Suzuki,2,Wagon-R-1-0,211,2016,8,77000.0,0,1,0,350000
Maruti Suzuki,2,Swift-Dzire,8,2010,14,100000.0,1,1,1,160000
Maruti Suzuki,2,Swift,2,2018,6,80000.0,0,1,1,650000
Maruti Suzuki,2,Ciaz,58,2014,10,86265.0,1,1,1,390000
Maruti Suzuki,2,Celerio,18,2016,8,42114.0,0,0,0,395000
Hyundai,6,Grand i10 Nios,61,2021,3,51000.0,1,0,0,650000
MG,10,Hector,17,2021,3,48000.0,0,1,0,1375000
Hyundai,6,i20,24,2023,1,13000.0,0,0,0,975000
Maruti Suzuki,2,Swift,2,2017,7,57000.0,1,1,0,399500
Maruti Suzuki,2,Alto-K10,7,2011,13,67000.0,1,1,0,155000
Ford,4,Ecosport,6,2017,7,123000.0,1,0,1,675000
Maruti Suzuki,2,Eeco,57,2022,2,40000.0,1,1,0,525000
Mahindra,13,Bolero,107,2010,14,90000.0,1,1,1,160000
Skoda,11,Slavia,172,2022,2,72000.0,1,0,0,1189000
Mahindra,13,Scorpio,102,2020,4,72586.0,1,0,1,1440000
Maruti Suzuki,2,Baleno,3,2019,5,46000.0,0,0,0,649000
Skoda,11,Superb,154,2014,10,92000.0,0,1,0,460000
Hyundai,6,New i20,103,2015,9,62000.0,1,1,0,360000
Land Rover,24,Discovery Sport,244,2016,8,76000.0,0,1,1,2060000
Mahindra,13,XUV500,36,2017,7,114000.0,1,1,1,659000
Maruti Suzuki,2,Wagon-R,32,2021,3,21000.0,1,0,0,565000
Maruti Suzuki,2,Swift,2,2020,4,63110.0,0,0,0,595000
Maruti Suzuki,2,Swift,2,2018,6,60000.0,0,1,0,513000
Maruti Suzuki,2,Swift,2,2017,7,120000.0,1,0,0,490000
Honda,0,Amaze,70,2017,7,75600.0,1,0,0,490000
Maruti Suzuki,2,S-Cross,137,2017,7,75000.0,1,0,1,595000
Maruti Suzuki,2,Ertiga,12,2016,8,92000.0,1,0,0,695000
Maruti Suzuki,2,Baleno,3,2018,6,34184.0,0,1,0,725000
Tata,14,Nexon,45,2019,5,66800.0,1,1,0,650000
Renault,9,Duster,31,2016,8,80000.0,0,1,1,425000
Hyundai,6,Creta,22,2019,5,78000.0,1,1,1,815000
Chevrolet,16,Beat,178,2010,14,77000.0,1,1,0,199000
Mahindra,13,XUV500,36,2014,10,74000.0,1,1,1,560000
Hyundai,6,Verna,26,2017,7,47000.0,0,0,1,895000
Mahindra,13,XUV500,36,2013,11,75000.0,1,0,1,410000
Nissan,21,Magnite,234,2023,1,30000.0,1,0,0,560000
Maruti Suzuki,2,Wagon-R,32,2018,6,19300.0,1,0,0,461000
Mahindra,13,Thar,50,2020,4,65000.0,0,0,0,1310000
Tata,14,Altroz,60,2021,3,62000.0,1,0,0,511000
Maruti Suzuki,2,Baleno,3,2023,1,13000.0,0,0,0,925000
Mercedes-Benz,12,CLA,100,2017,7,36250.0,0,1,0,1650000
Maruti Suzuki,2,Ertiga,12,2017,7,100000.0,1,1,1,725000
Maruti Suzuki,2,Wagon-R,32,2013,11,66000.0,1,0,0,310000
BMW,3,X1,147,2019,5,98000.0,0,0,1,1825000
Renault,9,Duster,31,2016,8,61500.0,0,0,1,685000
Renault,9,KWID,16,2017,7,65563.0,0,1,0,325000
Tata,14,Harrier,55,2022,2,17800.0,0,0,1,1999999
Hyundai,6,Creta,22,2018,6,82500.0,0,0,1,795000
Hyundai,6,i10,37,2012,12,56874.0,0,1,0,270000
Nissan,21,Terrano,116,2014,10,50000.0,1,0,1,575000
BMW,3,X3,4,2016,8,120000.0,0,0,1,1899999
Hyundai,6,i10,37,2017,7,78000.0,1,1,1,350000
Ford,4,Ecosport,6,2015,9,80000.0,1,1,1,540000
Hyundai,6,Grand i10,41,2016,8,114399.0,1,1,1,485000
Maruti Suzuki,2,A-Star,96,2013,11,78000.0,0,1,0,295000
Kia,7,Seltos,11,2020,4,30000.0,0,0,1,1499000
Honda,0,City,0,2017,7,18110.0,0,1,0,575000
Nissan,21,Micra,188,2017,7,86000.0,0,1,0,170000
Renault,9,KWID,16,2017,7,70000.0,0,0,0,350000
Honda,0,City,0,2015,9,81000.0,1,0,1,540000
Tata,14,Tiago,86,2020,4,44118.0,1,0,0,470000
Maruti Suzuki,2,Celerio,18,2016,8,45000.0,0,1,0,320000
Maruti Suzuki,2,Baleno,3,2018,6,69000.0,1,0,0,485000
Maruti Suzuki,2,Baleno,3,2017,7,51000.0,1,0,0,485000
Volkswagen,1,Polo,25,2018,6,131000.0,0,1,0,685000
Tata,14,Tiago,86,2017,7,73555.0,1,1,0,295555
Hyundai,6,Creta,22,2021,3,60000.0,1,1,1,1240000
Honda,0,City,0,2009,15,88000.0,1,1,0,269999
Toyota,5,Innova,20,2010,14,71000.0,1,1,1,775000
Maruti Suzuki,2,Alto-K10,7,2013,11,70000.0,0,0,0,180000
Maruti Suzuki,2,Ritz,43,2012,12,86239.0,1,1,0,240000
Honda,0,Amaze,70,2019,5,52000.0,1,0,0,645000
Maruti Suzuki,2,Wagon-R,32,2019,5,65000.0,0,0,0,450000
Hyundai,6,Verna,26,2020,4,55000.0,0,1,0,890000
Hyundai,6,Santro Xing,105,2011,13,75000.0,1,0,0,130000
Maruti Suzuki,2,Swift-Dzire,8,2019,5,50000.0,1,0,0,465000
Maruti Suzuki,2,Omni,68,2011,13,106000.0,1,1,0,99999
Audi,8,Q3,80,2016,8,47000.0,0,1,1,1499000
Maruti Suzuki,2,Ertiga,12,2023,1,52895.0,1,0,0,1130000
Skoda,11,Kushaq,28,2022,2,30000.0,0,0,0,1450000
Maruti Suzuki,2,S-Cross,137,2018,6,70013.0,1,0,1,675000
Volkswagen,1,Beetle,245,2010,14,34000.0,0,1,0,1449000
Kia,7,Seltos,11,2020,4,46000.0,1,0,0,1070000
Maruti Suzuki,2,Alto,75,2006,18,65789.0,1,0,0,69999
Toyota,5,Fortuner,48,2013,11,105000.0,0,1,1,1690000
Volkswagen,1,Polo,25,2020,4,45000.0,1,0,0,685000
Mercedes-Benz,12,E-Class,65,2015,9,69000.0,0,1,1,1575000
Tata,14,Nexon,45,2022,2,44000.0,0,0,0,810000
Hyundai,6,Grand i10,41,2017,7,31000.0,1,1,0,475000
Tata,14,Nexon,45,2018,6,14000.0,1,1,0,750000
Mercedes-Benz,12,E-Class,65,2011,13,133000.0,0,1,1,1500000
Maruti Suzuki,2,Swift-Dzire,8,2011,13,68000.0,1,0,0,184000
BMW,3,3 Series Gran Limousine,218,2015,9,61000.0,0,1,1,1500000
Honda,0,City,0,2015,9,72500.0,0,1,0,450000
Kia,7,Seltos,11,2021,3,97000.0,1,0,0,1250000
Toyota,5,Fortuner,48,2013,11,119000.0,0,0,1,1449000
Maruti Suzuki,2,Eeco,57,2014,10,98000.0,1,1,0,260000
Honda,0,City,0,2014,10,65000.0,1,0,0,499999
Maruti Suzuki,2,Vitara-Brezza,19,2017,7,120000.0,1,0,1,630000
Maruti Suzuki,2,Wagon-R,32,2016,8,65000.0,1,1,0,310000
Hyundai,6,Verna,26,2019,5,145000.0,1,0,1,845000
Maruti Suzuki,2,Swift,2,2019,5,50000.0,0,1,0,521111
Tata,14,Hexa,81,2017,7,89000.0,0,1,1,949000
Maruti Suzuki,2,Brezza,145,2018,6,59000.0,1,1,1,825000
Maruti Suzuki,2,Swift-Dzire,8,2012,12,97000.0,1,1,1,395000
Audi,8,A6,93,2015,9,108000.0,0,1,1,1580000
Mahindra,13,XUV500,36,2018,6,89000.0,0,1,1,1294000
Hyundai,6,Creta,22,2021,3,62000.0,1,1,1,1390000
Toyota,5,Etios Cross,197,2015,9,60000.0,1,0,0,510000
Maruti Suzuki,2,Swift,2,2006,18,72000.0,1,1,0,250000
Honda,0,Amaze,70,2014,10,53000.0,0,0,0,375000
Jaguar,18,XE,246,2018,6,75000.0,0,0,1,1950000
Hyundai,6,Santro,179,2009,15,70000.0,1,1,0,99000
MG,10,ASTOR,77,2024,0,36000.0,0,0,0,1550000
Nissan,21,Sunny,230,2012,12,77695.0,1,1,1,265000
Hyundai,6,Grand i10,41,2017,7,47827.0,0,1,0,475000
Maruti Suzuki,2,Ertiga,12,2015,9,63000.0,1,1,0,499000
Kia,7,Seltos,11,2019,5,61000.0,0,0,0,1049000
Maruti Suzuki,2,Swift,2,2017,7,65000.0,1,0,0,421000
Maruti Suzuki,2,Baleno,3,2017,7,45000.0,1,0,0,474000
Mahindra,13,Bolero Neo,113,2022,2,45000.0,1,0,1,990000
Audi,8,A4,27,2011,13,86000.0,0,1,1,575000
Chevrolet,16,Beat,178,2017,7,70000.0,1,1,0,180000
Ford,4,Ecosport,6,2013,11,75000.0,1,0,1,320000
Hyundai,6,i10,37,2010,14,32308.0,1,0,0,210000
Honda,0,City ZX,53,2008,16,71500.0,1,1,0,109000
Maruti Suzuki,2,Ciaz,58,2015,9,72000.0,0,0,0,535111
Hyundai,6,Eon,34,2012,12,94000.0,1,1,0,150000
Kia,7,Seltos,11,2021,3,54000.0,1,0,0,1190000
Toyota,5,Innova Crysta,14,2016,8,142500.0,0,1,1,1581000
Hyundai,6,Verna,26,2012,12,95000.0,1,0,1,225000
Tata,14,Harrier,55,2020,4,116000.0,0,0,1,1375000
Hyundai,6,Grand i10,41,2017,7,55000.0,0,1,0,395000
Maruti Suzuki,2,Swift-Dzire,8,2018,6,65000.0,1,0,1,700000
Ford,4,Fiesta,207,2011,13,120000.0,1,1,1,225000
Land Rover,24,Range Rover Evoque,136,2011,13,120000.0,0,1,1,1575000
Maruti Suzuki,2,Celerio,18,2014,10,62000.0,0,1,0,330000
Hyundai,6,i20,24,2015,9,58000.0,1,0,0,468000
Mahindra,13,Thar,50,2021,3,10000.0,0,1,0,1345000
Maruti Suzuki,2,Baleno,3,2016,8,63100.0,0,1,0,585000
Mahindra,13,XUV500,36,2016,8,85800.0,0,1,1,1175000
Volkswagen,1,VentoTest,1,2018,6,74000.0,0,1,0,539999
Hyundai,6,Santa Fe,76,2014,10,72000.0,0,1,1,715000
Honda,0,Amaze,70,2016,8,7500.0,1,0,0,439999
Renault,9,Triber,124,2021,3,39000.0,0,0,0,650000
Kia,7,Seltos,11,2019,5,103000.0,0,0,1,1225000
Mahindra,13,Bolero,107,2015,9,119860.0,1,1,1,760000
Tata,14,Indica Vista,151,2013,11,64000.0,1,1,1,135000
Volkswagen,1,VentoTest,1,2015,9,96000.0,0,0,1,445000
Maruti Suzuki,2,Wagon-R,32,2016,8,34000.0,0,0,0,425000
Honda,0,City,0,2017,7,59000.0,0,0,0,875000
Hyundai,6,i20 Active,209,2015,9,80000.0,1,1,0,374999
Hyundai,6,Venue N Line,247,2023,1,9000.0,0,0,0,1290000
MG,10,Hector,17,2019,5,23000.0,0,0,0,1195000
Hyundai,6,Verna,26,2011,13,60000.0,0,1,0,285000
Maruti Suzuki,2,S-Cross1,171,2018,6,140000.0,1,1,1,650000
Hyundai,6,i20,24,2013,11,59000.0,1,1,0,259000
Tata,14,Tiago,86,2018,6,64000.0,0,0,0,490000
Hyundai,6,Creta,22,2020,4,38000.0,1,0,1,1130000
Hyundai,6,i10,37,2011,13,69000.0,1,1,0,210000
Hyundai,6,i20,24,2020,4,43000.0,1,0,0,675000
Renault,9,Kiger,190,2021,3,12000.0,0,0,0,875000
Maruti Suzuki,2,Ciaz,58,2017,7,58234.0,1,0,1,619999
Hyundai,6,Alcazar,23,2021,3,53000.0,0,0,1,1860000
Renault,9,KWID,16,2018,6,110000.0,1,1,0,285000
Hyundai,6,i20,24,2021,3,62000.0,1,0,1,775000
Hyundai,6,Grand i10,41,2014,10,55000.0,1,1,0,315000
Hyundai,6,Elite i20,104,2016,8,42000.0,1,0,1,725000
Maruti Suzuki,2,Ertiga,12,2012,12,100000.0,1,0,1,535000
Maruti Suzuki,2,Ciaz,58,2019,5,81000.0,0,0,0,690000
Maruti Suzuki,2,maruti-suzuki-brezza,108,2019,5,100000.0,1,1,1,825000
Volkswagen,1,Taigun,243,2021,3,20000.0,0,0,0,1620000
Hyundai,6,Creta,22,2020,4,40000.0,1,0,0,1165000
Hyundai,6,Creta,22,2017,7,83000.0,1,0,1,760000
Mahindra,13,XUV500,36,2017,7,118000.0,0,1,1,749000
Maruti Suzuki,2,Swift,2,2017,7,69300.0,1,0,0,530000
Kia,7,Sonet,44,2022,2,13000.0,1,0,1,1090000
MG,10,ASTOR,77,2023,1,8900.0,0,0,0,1325000
